function name,learning rate,momentum,lmabda,Uses grad(),mini batch size,epochs,iterations,mse
pgd_osl,0.01,N/A,N/A,False,N/A,N/A,575,0.04447470946438158
pdg_ridge,0.01,N/A,0.01,False,N/A,N/A,575,0.04495334997727653
pdg_ridge,0.01,N/A,0.05,False,N/A,N/A,575,0.04686668389044424
pdg_ridge,0.01,N/A,0.1,False,N/A,N/A,574,0.04925656868011288
pdg_ridge,0.01,N/A,0.5,False,N/A,N/A,572,0.06826001101512791
pgd_osl,0.1,N/A,N/A,False,N/A,N/A,67,0.044428650860951574
pdg_ridge,0.1,N/A,0.01,False,N/A,N/A,67,0.04490742727081543
pdg_ridge,0.1,N/A,0.05,False,N/A,N/A,68,0.046820460169452974
pdg_ridge,0.1,N/A,0.1,False,N/A,N/A,68,0.04920999848524366
pdg_ridge,0.1,N/A,0.5,False,N/A,N/A,70,0.06821452586063037
pgd_osl,0.2,N/A,N/A,False,N/A,N/A,34,0.04442592069817966
pdg_ridge,0.2,N/A,0.01,False,N/A,N/A,34,0.044904723674015115
pdg_ridge,0.2,N/A,0.05,False,N/A,N/A,35,0.046818022735940976
pdg_ridge,0.2,N/A,0.1,False,N/A,N/A,35,0.049207622082992765
pdg_ridge,0.2,N/A,0.5,False,N/A,N/A,37,0.0682123004324859
pgd_osl,0.5,N/A,N/A,False,N/A,N/A,13,0.04442441132775586
pdg_ridge,0.5,N/A,0.01,False,N/A,N/A,13,0.04490318069464915
pdg_ridge,0.5,N/A,0.05,False,N/A,N/A,13,0.04681702652284739
pdg_ridge,0.5,N/A,0.1,False,N/A,N/A,14,0.04920607505865669
pdg_ridge,0.5,N/A,0.5,False,N/A,N/A,15,0.0682099594351451
gdm_ols,0.01,0.1,N/A,False,N/A,N/A,522,0.044469260180996756
gdm_ridge,0.01,0.1,0.01,False,N/A,N/A,522,0.04494791021809094
gdm_ridge,0.01,0.1,0.05,False,N/A,N/A,521,0.04686225879866226
gdm_ridge,0.01,0.1,0.1,False,N/A,N/A,521,0.04925120830702749
gdm_ridge,0.01,0.1,0.5,False,N/A,N/A,519,0.06825501488891013
gdm_ols,0.1,0.1,N/A,False,N/A,N/A,60,0.044427937126236765
gdm_ridge,0.1,0.1,0.01,False,N/A,N/A,60,0.04490671755617772
gdm_ridge,0.1,0.1,0.05,False,N/A,N/A,60,0.04682060839886878
gdm_ridge,0.1,0.1,0.1,False,N/A,N/A,61,0.04920936002970412
gdm_ridge,0.1,0.1,0.5,False,N/A,N/A,63,0.06821397992977504
gdm_ols,0.2,0.1,N/A,False,N/A,N/A,30,0.044425438398798936
gdm_ridge,0.2,0.1,0.01,False,N/A,N/A,30,0.0449042374220109
gdm_ridge,0.2,0.1,0.05,False,N/A,N/A,30,0.04681820183288995
gdm_ridge,0.2,0.1,0.1,False,N/A,N/A,31,0.049207191000965336
gdm_ridge,0.2,0.1,0.5,False,N/A,N/A,33,0.06821170215227482
gdm_ols,0.5,0.1,N/A,False,N/A,N/A,9,0.04442433025633724
gdm_ridge,0.5,0.1,0.01,False,N/A,N/A,9,0.044903066608965994
gdm_ridge,0.5,0.1,0.05,False,N/A,N/A,10,0.0468165546057541
gdm_ridge,0.5,0.1,0.1,False,N/A,N/A,10,0.04920575323051094
gdm_ridge,0.5,0.1,0.5,False,N/A,N/A,11,0.0682090514989943
gdm_ols,0.01,0.2,N/A,False,N/A,N/A,468,0.04446407653080983
gdm_ridge,0.01,0.2,0.01,False,N/A,N/A,468,0.04494273618259304
gdm_ridge,0.01,0.2,0.05,False,N/A,N/A,468,0.0468561463524708
gdm_ridge,0.01,0.2,0.1,False,N/A,N/A,467,0.049246119872970076
gdm_ridge,0.01,0.2,0.5,False,N/A,N/A,466,0.06824932831480504
gdm_ols,0.1,0.2,N/A,False,N/A,N/A,53,0.04442698728003996
gdm_ridge,0.1,0.2,0.01,False,N/A,N/A,53,0.044905768104761094
gdm_ridge,0.1,0.2,0.05,False,N/A,N/A,53,0.04681966041875102
gdm_ridge,0.1,0.2,0.1,False,N/A,N/A,53,0.04920925967168194
gdm_ridge,0.1,0.2,0.5,False,N/A,N/A,55,0.0682139737846991
gdm_ols,0.2,0.2,N/A,False,N/A,N/A,25,0.04442525436302928
gdm_ridge,0.2,0.2,0.01,False,N/A,N/A,25,0.04490406364787861
gdm_ridge,0.2,0.2,0.05,False,N/A,N/A,26,0.04681746152476185
gdm_ridge,0.2,0.2,0.1,False,N/A,N/A,26,0.04920704051789459
gdm_ridge,0.2,0.2,0.5,False,N/A,N/A,28,0.06821136948064291
gdm_ols,0.5,0.2,N/A,False,N/A,N/A,9,0.044425142121235967
gdm_ridge,0.5,0.2,0.01,False,N/A,N/A,9,0.044903934297862914
gdm_ridge,0.5,0.2,0.05,False,N/A,N/A,10,0.04681779058728528
gdm_ridge,0.5,0.2,0.1,False,N/A,N/A,10,0.0492078218149517
gdm_ridge,0.5,0.2,0.5,False,N/A,N/A,14,0.06820876967008327
gdm_ols,0.01,0.3,N/A,False,N/A,N/A,413,0.04445901737365544
gdm_ridge,0.01,0.3,0.01,False,N/A,N/A,413,0.04493768703367124
gdm_ridge,0.01,0.3,0.05,False,N/A,N/A,413,0.04685113707455182
gdm_ridge,0.01,0.3,0.1,False,N/A,N/A,413,0.049240188822613745
gdm_ridge,0.01,0.3,0.5,False,N/A,N/A,411,0.06824476743276633
gdm_ols,0.1,0.3,N/A,False,N/A,N/A,45,0.04442640454711015
gdm_ridge,0.1,0.3,0.01,False,N/A,N/A,45,0.04490519134062813
gdm_ridge,0.1,0.3,0.05,False,N/A,N/A,45,0.04681910722955531
gdm_ridge,0.1,0.3,0.1,False,N/A,N/A,45,0.04920873528100283
gdm_ridge,0.1,0.3,0.5,False,N/A,N/A,48,0.06821269136498688
gdm_ols,0.2,0.3,N/A,False,N/A,N/A,19,0.04442477583927547
gdm_ridge,0.2,0.3,0.01,False,N/A,N/A,19,0.044903575274320866
gdm_ridge,0.2,0.3,0.05,False,N/A,N/A,20,0.046817044075315284
gdm_ridge,0.2,0.3,0.1,False,N/A,N/A,20,0.0492065278828935
gdm_ridge,0.2,0.3,0.5,False,N/A,N/A,22,0.06821025571669953
gdm_ols,0.5,0.3,N/A,False,N/A,N/A,12,0.04442515980443285
gdm_ridge,0.5,0.3,0.01,False,N/A,N/A,12,0.04490378678020018
gdm_ridge,0.5,0.3,0.05,False,N/A,N/A,14,0.04681587992464185
gdm_ridge,0.5,0.3,0.1,False,N/A,N/A,14,0.049204288264663214
gdm_ridge,0.5,0.3,0.5,False,N/A,N/A,17,0.06820971753464283
gdm_ols,0.01,0.4,N/A,False,N/A,N/A,357,0.04445387181506011
gdm_ridge,0.01,0.4,0.01,False,N/A,N/A,357,0.04493255229076788
gdm_ridge,0.01,0.4,0.05,False,N/A,N/A,357,0.04684604541405441
gdm_ridge,0.01,0.4,0.1,False,N/A,N/A,357,0.04923515061132664
gdm_ridge,0.01,0.4,0.5,False,N/A,N/A,356,0.06823918284062241
gdm_ols,0.1,0.4,N/A,False,N/A,N/A,36,0.044425728162590765
gdm_ridge,0.1,0.4,0.01,False,N/A,N/A,36,0.04490452035704483
gdm_ridge,0.1,0.4,0.05,False,N/A,N/A,36,0.04681845726581077
gdm_ridge,0.1,0.4,0.1,False,N/A,N/A,36,0.04920811029047192
gdm_ridge,0.1,0.4,0.5,False,N/A,N/A,39,0.06821197996927146
gdm_ols,0.2,0.4,N/A,False,N/A,N/A,17,0.044424481011619596
gdm_ridge,0.2,0.4,0.01,False,N/A,N/A,17,0.04490300098615896
gdm_ridge,0.2,0.4,0.05,False,N/A,N/A,17,0.046815857451880334
gdm_ridge,0.2,0.4,0.1,False,N/A,N/A,17,0.0492041788637405
gdm_ridge,0.2,0.4,0.5,False,N/A,N/A,21,0.06820997477640331
gdm_ols,0.5,0.4,N/A,False,N/A,N/A,16,0.044425515127518536
gdm_ridge,0.5,0.4,0.01,False,N/A,N/A,15,0.044903435195965145
gdm_ridge,0.5,0.4,0.05,False,N/A,N/A,17,0.04681826913471086
gdm_ridge,0.5,0.4,0.1,False,N/A,N/A,17,0.04920865089845731
gdm_ridge,0.5,0.4,0.5,False,N/A,N/A,21,0.06820702472799342
sgd_ols,N/A,N/A,N/A,False,5,38,14,0.002553610778533828
sgd_ridge,N/A,N/A,0.01,False,5,45,8,0.0031934454805508596
sgd_ridge,N/A,N/A,0.05,False,5,51,16,0.006154818059473983
sgd_ridge,N/A,N/A,0.1,False,5,51,16,0.005530822676228283
sgd_ridge,N/A,N/A,0.5,False,5,51,16,0.03356834528967922
sgd_ols,N/A,N/A,N/A,False,10,51,8,0.005275606404228109
sgd_ridge,N/A,N/A,0.01,False,10,51,8,0.0074616328876404014
sgd_ridge,N/A,N/A,0.05,False,10,51,8,0.009487324305132182
sgd_ridge,N/A,N/A,0.1,False,10,51,8,0.011670286670954563
sgd_ridge,N/A,N/A,0.5,False,10,6,4,0.029070457621716103
sgd_ols,N/A,N/A,N/A,False,15,25,2,0.009590113160490016
sgd_ridge,N/A,N/A,0.01,False,15,38,3,0.010067375758842093
sgd_ridge,N/A,N/A,0.05,False,15,37,4,0.011963936287749196
sgd_ridge,N/A,N/A,0.1,False,15,47,4,0.014323340399452118
sgd_ridge,N/A,N/A,0.5,False,15,26,1,0.032712844188708914
sgd_ols,N/A,N/A,N/A,False,5,60,6,0.0026829633003548456
sgd_ridge,N/A,N/A,0.01,False,5,66,13,0.003061328951980123
sgd_ridge,N/A,N/A,0.05,False,5,70,1,0.005181716651755168
sgd_ridge,N/A,N/A,0.1,False,5,75,16,0.008547035921080637
sgd_ridge,N/A,N/A,0.5,False,5,75,16,0.02051216448800639
sgd_ols,N/A,N/A,N/A,False,10,35,2,0.006966880084909484
sgd_ridge,N/A,N/A,0.01,False,10,51,7,0.007505237786992817
sgd_ridge,N/A,N/A,0.05,False,10,75,8,0.007762571559971845
sgd_ridge,N/A,N/A,0.1,False,10,75,8,0.007019726094451047
sgd_ridge,N/A,N/A,0.5,False,10,75,8,0.029284282310459556
sgd_ols,N/A,N/A,N/A,False,15,37,4,0.009582313213768033
sgd_ridge,N/A,N/A,0.01,False,15,12,1,0.008304930212235728
sgd_ridge,N/A,N/A,0.05,False,15,34,3,0.01196069696216113
sgd_ridge,N/A,N/A,0.1,False,15,23,N/A,0.014328396529552267
sgd_ridge,N/A,N/A,0.5,False,15,18,1,0.032713100669086906
sgdm_ols,N/A,N/A,N/A,False,5,51,16,0.001615140196579205
sgdm_ridge,N/A,N/A,0.01,False,5,51,16,0.0031372264328303878
sgdm_ridge,N/A,N/A,0.05,False,5,51,16,0.0061390008606586974
sgdm_ridge,N/A,N/A,0.1,False,5,48,8,0.007526478635996664
sgdm_ridge,N/A,N/A,0.5,False,5,16,15,0.025414791424761655
sgdm_ols,N/A,N/A,N/A,False,5,20,8,0.0025633519864390842
sgdm_ridge,N/A,N/A,0.01,False,5,42,11,0.0032085608433786343
sgdm_ridge,N/A,N/A,0.05,False,5,35,4,0.005153018793646932
sgdm_ridge,N/A,N/A,0.1,False,5,37,N/A,0.007609306066006179
sgdm_ridge,N/A,N/A,0.5,False,5,29,15,0.021744504682512288
sgdm_ols,N/A,N/A,N/A,False,5,21,7,0.0025742909525392284
sgdm_ridge,N/A,N/A,0.01,False,5,24,11,0.0031130069749900845
sgdm_ridge,N/A,N/A,0.05,False,5,28,12,0.004973694508209771
sgdm_ridge,N/A,N/A,0.1,False,5,24,14,0.007396709506362242
sgdm_ridge,N/A,N/A,0.5,False,5,51,16,0.021016533292056598
sgdm_ols,N/A,N/A,N/A,False,5,9,8,0.0025926263419244716
sgdm_ridge,N/A,N/A,0.01,False,5,4,1,0.0030721443051264885
sgdm_ridge,N/A,N/A,0.05,False,5,14,1,0.005222174812496467
sgdm_ridge,N/A,N/A,0.1,False,5,1,1,0.0047627426533182644
sgdm_ridge,N/A,N/A,0.5,False,5,30,N/A,0.02315886298743005
sgdm_ols,N/A,N/A,N/A,False,10,51,8,0.007707645160276303
sgdm_ridge,N/A,N/A,0.01,False,10,51,8,0.007514621621120738
sgdm_ridge,N/A,N/A,0.05,False,10,51,8,0.008289885836190733
sgdm_ridge,N/A,N/A,0.1,False,10,14,4,0.010079658842254768
sgdm_ridge,N/A,N/A,0.5,False,10,51,8,0.030987929932259854
sgdm_ols,N/A,N/A,N/A,False,10,51,8,0.0026370995395550803
sgdm_ridge,N/A,N/A,0.01,False,10,12,N/A,0.007486189098444548
sgdm_ridge,N/A,N/A,0.05,False,10,45,4,0.007696932711846169
sgdm_ridge,N/A,N/A,0.1,False,10,48,2,0.010179913435624893
sgdm_ridge,N/A,N/A,0.5,False,10,46,7,0.030895159159486464
sgdm_ols,N/A,N/A,N/A,False,10,8,5,0.007009005621187389
sgdm_ridge,N/A,N/A,0.01,False,10,44,N/A,0.007523043385195762
sgdm_ridge,N/A,N/A,0.05,False,10,51,8,0.009378132880836387
sgdm_ridge,N/A,N/A,0.1,False,10,51,8,0.008314352235775774
sgdm_ridge,N/A,N/A,0.5,False,10,51,8,0.026254219753252993
sgdm_ols,N/A,N/A,N/A,False,10,4,1,0.007029948358144965
sgdm_ridge,N/A,N/A,0.01,False,10,31,4,0.005753954409072682
sgdm_ridge,N/A,N/A,0.05,False,10,22,N/A,0.009414585970435381
sgdm_ridge,N/A,N/A,0.1,False,10,34,1,0.011989692461592472
sgdm_ridge,N/A,N/A,0.5,False,10,51,8,0.03356783707305337
sgdm_ols,N/A,N/A,N/A,False,15,35,N/A,0.009577630930765512
sgdm_ridge,N/A,N/A,0.01,False,15,8,2,0.006008609874755114
sgdm_ridge,N/A,N/A,0.05,False,15,51,5,0.008443116950861553
sgdm_ridge,N/A,N/A,0.1,False,15,36,N/A,0.014352387855882928
sgdm_ridge,N/A,N/A,0.5,False,15,51,5,0.032710598633331305
sgdm_ols,N/A,N/A,N/A,False,15,48,2,0.00957754705073665
sgdm_ridge,N/A,N/A,0.01,False,15,10,3,0.006582117605227244
sgdm_ridge,N/A,N/A,0.05,False,15,12,N/A,0.01197718175049204
sgdm_ridge,N/A,N/A,0.1,False,15,35,3,0.014342946137164473
sgdm_ridge,N/A,N/A,0.5,False,15,51,5,0.027801194343819197
sgdm_ols,N/A,N/A,N/A,False,15,26,2,0.009580435104258128
sgdm_ridge,N/A,N/A,0.01,False,15,42,N/A,0.010202210866730179
sgdm_ridge,N/A,N/A,0.05,False,15,51,5,0.012935995838238356
sgdm_ridge,N/A,N/A,0.1,False,15,32,2,0.014323033726941919
sgdm_ridge,N/A,N/A,0.5,False,15,19,3,0.032715556938953214
sgdm_ols,N/A,N/A,N/A,False,15,21,1,0.009581535630707315
sgdm_ridge,N/A,N/A,0.01,False,15,13,3,0.010086089668895485
sgdm_ridge,N/A,N/A,0.05,False,15,35,2,0.011968385183273174
sgdm_ridge,N/A,N/A,0.1,False,15,10,2,0.013073529784659699
sgdm_ridge,N/A,N/A,0.5,False,15,51,5,0.027630686033721184
sgdm_ols,N/A,N/A,N/A,False,5,23,6,0.0017186790282338064
sgdm_ridge,N/A,N/A,0.01,False,5,19,12,0.0030473833093195434
sgdm_ridge,N/A,N/A,0.05,False,5,15,1,0.005131358268957721
sgdm_ridge,N/A,N/A,0.1,False,5,10,4,0.007538224891792346
sgdm_ridge,N/A,N/A,0.5,False,5,75,16,0.020722711993644474
sgdm_ols,N/A,N/A,N/A,False,5,19,12,0.002718547216358214
sgdm_ridge,N/A,N/A,0.01,False,5,28,14,0.003207912888012027
sgdm_ridge,N/A,N/A,0.05,False,5,25,11,0.004982277629202595
sgdm_ridge,N/A,N/A,0.1,False,5,30,2,0.007392033346133331
sgdm_ridge,N/A,N/A,0.5,False,5,10,11,0.025574519458063556
sgdm_ols,N/A,N/A,N/A,False,5,12,1,0.002677945204839903
sgdm_ridge,N/A,N/A,0.01,False,5,43,12,0.003219971152866349
sgdm_ridge,N/A,N/A,0.05,False,5,9,13,0.004976195348683008
sgdm_ridge,N/A,N/A,0.1,False,5,11,1,0.007528702541306432
sgdm_ridge,N/A,N/A,0.5,False,5,44,7,0.021761531849539023
sgdm_ols,N/A,N/A,N/A,False,5,26,1,0.0025569655105428675
sgdm_ridge,N/A,N/A,0.01,False,5,3,11,0.0032135634486898375
sgdm_ridge,N/A,N/A,0.05,False,5,16,2,0.0049899346858603855
sgdm_ridge,N/A,N/A,0.1,False,5,13,11,0.006480124382169073
sgdm_ridge,N/A,N/A,0.5,False,5,75,16,0.020306650759855115
sgdm_ols,N/A,N/A,N/A,False,10,75,8,0.00470524510266775
sgdm_ridge,N/A,N/A,0.01,False,10,72,5,0.00748743209653429
sgdm_ridge,N/A,N/A,0.05,False,10,42,4,0.009327026879412288
sgdm_ridge,N/A,N/A,0.1,False,10,44,6,0.010090838631228295
sgdm_ridge,N/A,N/A,0.5,False,10,68,5,0.029194276994082342
sgdm_ols,N/A,N/A,N/A,False,10,12,1,0.006957058393573645
sgdm_ridge,N/A,N/A,0.01,False,10,33,7,0.005714236549857321
sgdm_ridge,N/A,N/A,0.05,False,10,12,1,0.009292326560205068
sgdm_ridge,N/A,N/A,0.1,False,10,41,1,0.010184367804149948
sgdm_ridge,N/A,N/A,0.5,False,10,67,5,0.030895510660920007
sgdm_ols,N/A,N/A,N/A,False,10,33,7,0.006981068010752968
sgdm_ridge,N/A,N/A,0.01,False,10,18,6,0.0074366132348521385
sgdm_ridge,N/A,N/A,0.05,False,10,47,N/A,0.007750082921180037
sgdm_ridge,N/A,N/A,0.1,False,10,61,3,0.010164368601041553
sgdm_ridge,N/A,N/A,0.5,False,10,23,5,0.030938423745409196
sgdm_ols,N/A,N/A,N/A,False,10,19,N/A,0.007041463598443385
sgdm_ridge,N/A,N/A,0.01,False,10,47,1,0.005725170379405138
sgdm_ridge,N/A,N/A,0.05,False,10,48,N/A,0.007877937763290637
sgdm_ridge,N/A,N/A,0.1,False,10,41,7,0.01171385152773283
sgdm_ridge,N/A,N/A,0.5,False,10,75,8,0.025074906583696804
sgdm_ols,N/A,N/A,N/A,False,15,25,4,0.00960277604595044
sgdm_ridge,N/A,N/A,0.01,False,15,38,4,0.010054981817961588
sgdm_ridge,N/A,N/A,0.05,False,15,52,3,0.011984600956664426
sgdm_ridge,N/A,N/A,0.1,False,15,23,1,0.014327230391179765
sgdm_ridge,N/A,N/A,0.5,False,15,9,3,0.03279718193386331
sgdm_ols,N/A,N/A,N/A,False,15,14,4,0.008210165484974979
sgdm_ridge,N/A,N/A,0.01,False,15,33,3,0.010132863669130257
sgdm_ridge,N/A,N/A,0.05,False,15,33,N/A,0.012025310732586229
sgdm_ridge,N/A,N/A,0.1,False,15,38,N/A,0.010391645173072839
sgdm_ridge,N/A,N/A,0.5,False,15,36,4,0.032926749957509986
sgdm_ols,N/A,N/A,N/A,False,15,14,N/A,0.009613121036231213
sgdm_ridge,N/A,N/A,0.01,False,15,32,2,0.010080798593032927
sgdm_ridge,N/A,N/A,0.05,False,15,36,4,0.012069168225900092
sgdm_ridge,N/A,N/A,0.1,False,15,16,4,0.012687526671635639
sgdm_ridge,N/A,N/A,0.5,False,15,75,5,0.028278409896114725
sgdm_ols,N/A,N/A,N/A,False,15,13,N/A,0.009691991159811413
sgdm_ridge,N/A,N/A,0.01,False,15,5,4,0.01016698111965472
sgdm_ridge,N/A,N/A,0.05,False,15,25,1,0.00830249942897581
sgdm_ridge,N/A,N/A,0.1,False,15,18,1,0.01433011655413165
sgdm_ridge,N/A,N/A,0.5,False,15,75,5,0.028070003784934374
pgd_ada_ols,0.01,N/A,N/A,False,N/A,N/A,327,0.04443779721780545
pgd_ada_ols,0.01,N/A,0.01,False,N/A,N/A,328,0.04443831293610555
pgd_ada_ols,0.01,N/A,0.05,False,N/A,N/A,331,0.04444211677968625
pgd_ada_ols,0.01,N/A,0.1,False,N/A,N/A,334,0.04444950963258623
pgd_ada_ols,0.01,N/A,0.5,False,N/A,N/A,357,0.04459840803849139
pgd_ada_ols,0.1,N/A,N/A,False,N/A,N/A,15,0.04442461538355222
pgd_ada_ols,0.1,N/A,0.01,False,N/A,N/A,15,0.0444249021107187
